,100,200
49,"{'bans': [{'championId': 114, 'pickTurn': 1}, {'championId': 166, 'pickTurn': 2}, {'championId': 55, 'pickTurn': 3}, {'championId': 89, 'pickTurn': 4}, {'championId': 20, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 26, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 2}","{'bans': [{'championId': 30, 'pickTurn': 6}, {'championId': 34, 'pickTurn': 7}, {'championId': 78, 'pickTurn': 8}, {'championId': 360, 'pickTurn': 9}, {'championId': 117, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 34, 'objectives.dragon.first': True, 'objectives.dragon.kills': 4, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 2, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 10}"
50,"{'bans': [{'championId': 78, 'pickTurn': 1}, {'championId': 7, 'pickTurn': 2}, {'championId': 60, 'pickTurn': 3}, {'championId': 360, 'pickTurn': 4}, {'championId': 117, 'pickTurn': 5}], 'teamId': 100, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 2, 'objectives.champion.first': False, 'objectives.champion.kills': 52, 'objectives.dragon.first': False, 'objectives.dragon.kills': 4, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 8}","{'bans': [{'championId': 81, 'pickTurn': 6}, {'championId': 89, 'pickTurn': 7}, {'championId': 91, 'pickTurn': 8}, {'championId': 223, 'pickTurn': 9}, {'championId': 55, 'pickTurn': 10}], 'teamId': 200, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 35, 'objectives.dragon.first': True, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 4}"
51,"{'bans': [{'championId': 37, 'pickTurn': 1}, {'championId': 115, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 223, 'pickTurn': 4}, {'championId': 7, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 19, 'objectives.dragon.first': False, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 4}","{'bans': [{'championId': -1, 'pickTurn': 6}, {'championId': 7, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 236, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 32, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 5}"
52,"{'bans': [{'championId': -1, 'pickTurn': 1}, {'championId': 56, 'pickTurn': 2}, {'championId': 7, 'pickTurn': 3}, {'championId': 64, 'pickTurn': 4}, {'championId': 39, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 15, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 0}","{'bans': [{'championId': 7, 'pickTurn': 6}, {'championId': 126, 'pickTurn': 7}, {'championId': 412, 'pickTurn': 8}, {'championId': 115, 'pickTurn': 9}, {'championId': 236, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 29, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 3}"
53,"{'bans': [{'championId': 7, 'pickTurn': 1}, {'championId': 166, 'pickTurn': 2}, {'championId': 64, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 23, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 22, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': False, 'objectives.tower.kills': 3}","{'bans': [{'championId': 166, 'pickTurn': 6}, {'championId': 114, 'pickTurn': 7}, {'championId': 89, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 115, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 26, 'objectives.dragon.first': False, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 9}"
54,"{'bans': [{'championId': -1, 'pickTurn': 1}, {'championId': 166, 'pickTurn': 2}, {'championId': 412, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 56, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 20, 'objectives.dragon.first': True, 'objectives.dragon.kills': 3, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 4}","{'bans': [{'championId': -1, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 91, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 166, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 27, 'objectives.dragon.first': False, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 7}"
55,"{'bans': [{'championId': -1, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 7, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 131, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 23, 'objectives.dragon.first': True, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': True, 'objectives.tower.kills': 3}","{'bans': [{'championId': 164, 'pickTurn': 6}, {'championId': 234, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 412, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 44, 'objectives.dragon.first': False, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 2, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': False, 'objectives.tower.kills': 9}"
56,"{'bans': [{'championId': 154, 'pickTurn': 1}, {'championId': 30, 'pickTurn': 2}, {'championId': 53, 'pickTurn': 3}, {'championId': 166, 'pickTurn': 4}, {'championId': 267, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 15, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': False, 'objectives.tower.kills': 4}","{'bans': [{'championId': 7, 'pickTurn': 6}, {'championId': 33, 'pickTurn': 7}, {'championId': 43, 'pickTurn': 8}, {'championId': 91, 'pickTurn': 9}, {'championId': 166, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 29, 'objectives.dragon.first': False, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 7}"
57,"{'bans': [{'championId': 76, 'pickTurn': 1}, {'championId': 24, 'pickTurn': 2}, {'championId': 412, 'pickTurn': 3}, {'championId': 7, 'pickTurn': 4}, {'championId': 56, 'pickTurn': 5}], 'teamId': 100, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 17, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 3}","{'bans': [{'championId': -1, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 115, 'pickTurn': 10}], 'teamId': 200, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 6, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 1}"
58,"{'bans': [{'championId': 523, 'pickTurn': 1}, {'championId': 223, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 7, 'pickTurn': 4}, {'championId': 64, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 39, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': False, 'objectives.tower.kills': 3}","{'bans': [{'championId': 110, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 166, 'pickTurn': 8}, {'championId': 115, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 2, 'objectives.champion.first': False, 'objectives.champion.kills': 39, 'objectives.dragon.first': False, 'objectives.dragon.kills': 3, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 3, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 9}"
59,"{'bans': [{'championId': 64, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 166, 'pickTurn': 3}, {'championId': 115, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}], 'teamId': 100, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 29, 'objectives.dragon.first': True, 'objectives.dragon.kills': 3, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 10}","{'bans': [{'championId': -1, 'pickTurn': 6}, {'championId': 236, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 412, 'pickTurn': 10}], 'teamId': 200, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 13, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 4}"
60,"{'bans': [{'championId': -1, 'pickTurn': 1}, {'championId': 76, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 61, 'pickTurn': 4}, {'championId': 114, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 26, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 5}","{'bans': [{'championId': 7, 'pickTurn': 6}, {'championId': 497, 'pickTurn': 7}, {'championId': 412, 'pickTurn': 8}, {'championId': 236, 'pickTurn': 9}, {'championId': 5, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 47, 'objectives.dragon.first': True, 'objectives.dragon.kills': 5, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 2, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 9}"
61,"{'bans': [{'championId': 110, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 64, 'pickTurn': 4}, {'championId': 7, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 27, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 5}","{'bans': [{'championId': 236, 'pickTurn': 6}, {'championId': 103, 'pickTurn': 7}, {'championId': 5, 'pickTurn': 8}, {'championId': 238, 'pickTurn': 9}, {'championId': 39, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 32, 'objectives.dragon.first': False, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 6}"
62,"{'bans': [{'championId': 64, 'pickTurn': 1}, {'championId': 89, 'pickTurn': 2}, {'championId': 236, 'pickTurn': 3}, {'championId': 887, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}], 'teamId': 100, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': True, 'objectives.champion.kills': 34, 'objectives.dragon.first': False, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 2, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 7}","{'bans': [{'championId': 523, 'pickTurn': 6}, {'championId': 236, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}], 'teamId': 200, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 21, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 4}"
63,"{'bans': [{'championId': 91, 'pickTurn': 1}, {'championId': 166, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 115, 'pickTurn': 4}, {'championId': 69, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': True, 'objectives.baron.kills': 2, 'objectives.champion.first': False, 'objectives.champion.kills': 34, 'objectives.dragon.first': False, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 5}","{'bans': [{'championId': 7, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 115, 'pickTurn': 9}, {'championId': 41, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 46, 'objectives.dragon.first': True, 'objectives.dragon.kills': 3, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 2, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 7}"
64,"{'bans': [{'championId': 523, 'pickTurn': 1}, {'championId': 412, 'pickTurn': 2}, {'championId': 223, 'pickTurn': 3}, {'championId': 236, 'pickTurn': 4}, {'championId': 115, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 27, 'objectives.dragon.first': False, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 3}","{'bans': [{'championId': 110, 'pickTurn': 6}, {'championId': 234, 'pickTurn': 7}, {'championId': 64, 'pickTurn': 8}, {'championId': 55, 'pickTurn': 9}, {'championId': 429, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 32, 'objectives.dragon.first': True, 'objectives.dragon.kills': 3, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 2, 'objectives.tower.first': True, 'objectives.tower.kills': 9}"
65,"{'bans': [{'championId': 85, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 41, 'objectives.dragon.first': False, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': False, 'objectives.tower.kills': 5}","{'bans': [{'championId': 43, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 166, 'pickTurn': 8}, {'championId': 119, 'pickTurn': 9}, {'championId': 236, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 41, 'objectives.dragon.first': True, 'objectives.dragon.kills': 4, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 3, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 11}"
66,"{'bans': [{'championId': 7, 'pickTurn': 1}, {'championId': 39, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 115, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 5, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 0}","{'bans': [{'championId': 236, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': 115, 'pickTurn': 8}, {'championId': 114, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 21, 'objectives.dragon.first': True, 'objectives.dragon.kills': 1, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 1}"
67,"{'bans': [{'championId': 114, 'pickTurn': 1}, {'championId': 166, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 55, 'pickTurn': 5}], 'teamId': 100, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 32, 'objectives.dragon.first': False, 'objectives.dragon.kills': 3, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 8}","{'bans': [{'championId': 236, 'pickTurn': 6}, {'championId': 166, 'pickTurn': 7}, {'championId': 412, 'pickTurn': 8}, {'championId': 115, 'pickTurn': 9}, {'championId': 89, 'pickTurn': 10}], 'teamId': 200, 'win': False, 'objectives.baron.first': True, 'objectives.baron.kills': 2, 'objectives.champion.first': False, 'objectives.champion.kills': 32, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 2, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 9}"
68,"{'bans': [{'championId': 234, 'pickTurn': 1}, {'championId': 7, 'pickTurn': 2}, {'championId': 114, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 43, 'pickTurn': 5}], 'teamId': 100, 'win': True, 'objectives.baron.first': True, 'objectives.baron.kills': 1, 'objectives.champion.first': False, 'objectives.champion.kills': 32, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': True, 'objectives.inhibitor.kills': 1, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 7}","{'bans': [{'championId': 114, 'pickTurn': 6}, {'championId': 236, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}], 'teamId': 200, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 16, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 0}"
69,"{'bans': [{'championId': 43, 'pickTurn': 1}, {'championId': 7, 'pickTurn': 2}, {'championId': 166, 'pickTurn': 3}, {'championId': 115, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}], 'teamId': 100, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 31, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 4}","{'bans': [{'championId': -1, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 91, 'pickTurn': 8}, {'championId': 166, 'pickTurn': 9}, {'championId': 236, 'pickTurn': 10}], 'teamId': 200, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 16, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 2}"
70,"{'bans': [{'championId': 7, 'pickTurn': 1}, {'championId': 429, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 39, 'pickTurn': 5}], 'teamId': 100, 'win': False, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': False, 'objectives.champion.kills': 8, 'objectives.dragon.first': False, 'objectives.dragon.kills': 0, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': False, 'objectives.riftHerald.kills': 0, 'objectives.tower.first': False, 'objectives.tower.kills': 0}","{'bans': [{'championId': 236, 'pickTurn': 6}, {'championId': 429, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 876, 'pickTurn': 9}, {'championId': 412, 'pickTurn': 10}], 'teamId': 200, 'win': True, 'objectives.baron.first': False, 'objectives.baron.kills': 0, 'objectives.champion.first': True, 'objectives.champion.kills': 24, 'objectives.dragon.first': True, 'objectives.dragon.kills': 2, 'objectives.inhibitor.first': False, 'objectives.inhibitor.kills': 0, 'objectives.riftHerald.first': True, 'objectives.riftHerald.kills': 1, 'objectives.tower.first': True, 'objectives.tower.kills': 3}"
